,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,salary,roledepartament,numberchildren,remotework
895,44,No,non-travel,232.97,,21,3,,1,896,4,M,,3,1,laboratory technician,4,,1881.67,4892.33,7,,20,4.0,1,full time,1,,1,3.0,3,,1,2,1881.67,1980,,,,True
896,44,No,travel_rarely,556.26,,8,4,other,1,897,3,F,,3,2,healthcare representative,3,,4492.84,11681.39,4,Yes,14,3.0,4,part time,0,,3,3.0,5,,0,2,4492.84,1980,53914.11,,,False
897,32,No,travel_rarely,228.84,,1,2,,1,898,4,M,,2,1,laboratory technician,1,married,,4805.67,1,No,12,3.0,3,part time,1,4.0,3,,4,,3,2,,1992,22180.0,,,True
898,26,Yes,travel_rarely,290.04,,3,3,medical,1,899,1,M,,3,1,laboratory technician,1,married,2342.59,6090.75,5,No,13,3.0,3,part time,1,6.0,5,,2,,0,2,2342.59,1998,28111.13,,,True
899,46,No,non-travel,273.83,,10,2,life sciences,1,900,1,M,,3,1,research scientist,4,married,2211.67,5750.33,3,No,21,,4,part time,2,8.0,3,2.0,2,,0,2,2211.67,1978,26540.0,,,False
900,53,No,travel_rarely,1582.77,,4,2,life sciences,1,901,4,F,,3,4,manager,4,married,12783.92,33238.2,2,No,13,3.0,4,full time,0,31.0,2,1.0,5,,1,4,12783.92,1971,153407.07,,,False
901,35,Yes,travel_frequently,290.04,,6,2,,1,902,4,F,,1,1,sales representative,3,,,6090.75,0,No,16,3.0,4,part time,1,3.0,3,2.0,2,,1,0,,1989,28111.13,,,True
902,27,No,travel_rarely,290.04,,23,3,life sciences,1,903,1,F,,3,1,research scientist,4,divorced,2342.59,6090.75,1,No,22,4.0,2,part time,2,,3,1.0,3,,0,2,2342.59,1997,28111.13,,,False
903,30,No,non-travel,1231.39,,3,4,,1,904,2,M,153.92361111111111,2,3,research director,3,,9945.83,25859.17,1,No,18,3.0,3,full time,0,,2,3.0,10,,0,7,9945.83,1994,119350.0,,,True
904,30,Yes,non-travel,262.68,,25,5,technical degree,1,905,3,F,,2,1,research scientist,2,married,,5516.33,5,No,16,3.0,2,part time,0,6.0,2,4.0,2,,1,1,,1994,25460.0,,,True
905,47,No,non-travel,1842.8,,2,3,life sciences,1,906,1,M,,3,4,research director,3,married,,38698.83,6,No,13,3.0,3,full time,0,,2,1.0,3,,0,1,,1977,178610.0,,,True
906,47,No,non-travel,1032.49,,10,3,marketing,1,907,3,F,,2,3,sales executive,4,,8339.32,21682.23,2,,19,3.0,3,full time,1,15.0,3,3.0,3,,1,2,8339.32,1977,,,,True
907,31,No,travel_rarely,290.04,sales,7,1,marketing,1,908,4,M,,3,1,sales representative,2,single,,6090.75,0,,14,3.0,1,part time,0,,3,3.0,3,,1,2,,1993,28111.13,sales representative  -  sales,,True
908,35,Yes,travel_frequently,1032.49,human resources,23,3,,1,909,2,F,129.06091077207583,3,3,human resources,1,divorced,,21682.23,9,Yes,15,3.0,3,part time,3,,2,3.0,3,,0,2,,1989,100071.84,human resources  -  human resources,,False
909,43,No,non-travel,290.04,,5,2,other,1,910,2,M,36.25443871706758,3,1,laboratory technician,3,married,2342.59,6090.75,4,No,17,3.0,4,part time,1,,4,,2,,2,0,2342.59,1981,28111.13,,,True
910,23,Yes,non-travel,401.76,research & development,25,1,technical degree,1,911,3,M,50.220238095238095,2,1,laboratory technician,3,single,3245.0,8437.0,5,No,16,3.0,3,full time,0,4.0,3,3.0,2,,1,2,3245.0,2001,38940.0,laboratory technician  -  research & development,,False
911,30,No,travel_rarely,439.73,,19,3,technical degree,1,912,4,M,,3,2,manufacturing director,4,divorced,,9234.33,4,No,12,3.0,2,part time,2,8.0,2,4.0,3,2.0,1,2,,1994,42620.0,,,True
912,47,No,travel_frequently,1086.12,research & development,18,1,medical,1,913,1,F,,3,3,healthcare representative,3,married,,22808.5,5,No,11,3.0,4,full time,0,,3,2.0,2,,1,2,,1977,105270.0,healthcare representative  -  research & development,,False
913,33,Yes,non-travel,556.26,sales,11,4,other,1,914,4,M,,4,2,sales executive,3,,,11681.39,8,,12,3.0,4,part time,0,,2,3.0,4,,1,2,,1991,53914.11,sales executive  -  sales,,False
914,25,No,non-travel,247.62,,24,3,medical,1,915,4,M,,3,1,sales representative,4,,2000.0,5200.0,0,No,13,3.0,3,full time,2,3.0,3,3.0,2,,2,1,2000.0,1999,,,,True
915,36,No,travel_rarely,379.79,,25,2,,1,916,1,M,,2,2,laboratory technician,4,single,,7975.5,4,No,14,3.0,4,part time,0,,3,3.0,3,,0,2,,1988,36810.0,,,False
916,43,No,non-travel,556.26,,2,4,life sciences,1,917,3,F,,3,2,healthcare representative,4,married,4492.84,11681.39,1,No,13,3.0,2,part time,2,10.0,4,3.0,10,,2,2,4492.84,1981,53914.11,,,False
917,49,No,travel_rarely,1582.77,,1,4,,1,918,4,F,197.8464183087028,2,4,manager,1,married,,33238.2,7,No,11,3.0,1,full time,1,21.0,3,1.0,3,,0,2,,1975,153407.07,,,False
918,45,No,travel_rarely,556.26,,1,4,,1,919,1,F,,2,2,human resources,3,,4492.84,11681.39,4,No,11,,2,part time,0,10.0,1,4.0,2,2.0,0,2,4492.84,1979,53914.11,,,True
919,35,No,non-travel,290.04,sales,14,3,,1,920,3,F,36.25443871706758,3,1,sales representative,3,,2342.59,6090.75,1,Yes,18,3.0,4,part time,2,8.0,3,3.0,8,,0,6,2342.59,1989,28111.13,sales representative  -  sales,,True
920,22,No,non-travel,355.64,,22,1,technical degree,1,921,3,M,,3,1,sales representative,3,,2872.5,7468.5,1,,11,,3,full time,0,,2,3.0,3,,1,2,2872.5,2002,34470.0,,,True
921,45,No,travel_rarely,2013.25,,3,4,,1,922,4,M,,3,5,manager,4,,16260.83,42278.17,4,,12,3.0,1,full time,1,26.0,2,4.0,2,,0,1,16260.83,1979,,,,True
922,23,No,travel_rarely,290.04,,6,1,medical,1,923,1,M,,3,1,research scientist,3,married,2342.59,6090.75,0,,20,4.0,4,part time,0,,3,3.0,2,,2,2,2342.59,2001,28111.13,,,True
923,27,No,travel_rarely,274.34,,6,3,,1,924,3,F,,3,1,laboratory technician,4,,2215.83,5761.17,1,Yes,13,,3,full time,1,,2,3.0,3,,0,2,2215.83,1997,,,,True
924,37,No,non-travel,912.79,,9,2,medical,1,925,2,M,,2,2,manufacturing director,2,,7372.5,19168.5,2,Yes,11,3.0,3,full time,1,13.0,2,3.0,3,,0,2,7372.5,1987,88470.0,,,False
925,28,No,non-travel,210.99,,3,4,medical,1,926,1,M,26.374007936507937,2,1,research scientist,4,single,,4430.83,0,,13,3.0,4,part time,0,5.0,0,3.0,4,,1,1,,1996,20450.0,,,True
926,24,No,travel_rarely,290.04,,4,3,,1,927,1,M,,4,1,research scientist,1,,2342.59,6090.75,2,,16,3.0,1,part time,1,5.0,3,4.0,3,,0,2,2342.59,2000,28111.13,,,False
927,26,No,non-travel,500.5,,8,3,life sciences,1,928,4,M,,4,2,sales executive,2,,4042.5,10510.5,0,No,22,4.0,3,part time,1,4.0,4,3.0,3,,1,2,4042.5,1998,48510.0,,,True
928,49,No,non-travel,837.78,,14,1,,1,929,1,M,104.72222222222224,4,2,sales executive,2,marreid,,17593.33,3,,12,3.0,4,full time,0,,3,3.0,2,,2,2,,1975,81200.0,,,True
929,25,Yes,travel_rarely,472.23,,3,2,life sciences,1,930,1,F,59.02876984126984,3,2,sales executive,3,single,3814.17,9916.83,9,No,14,3.0,1,part time,0,,3,3.0,2,,2,0,3814.17,1999,45770.0,,,True
930,61,No,travel_rarely,557.66,,16,4,,1,931,1,M,,3,2,sales executive,1,single,,11710.83,8,No,14,3.0,4,full time,0,10.0,1,3.0,2,,2,2,,1963,54050.0,,,True
931,51,No,non-travel,290.04,,8,4,marketing,1,932,4,M,36.25443871706758,3,1,sales representative,2,married,2342.59,6090.75,7,No,15,3.0,4,part time,1,4.0,2,3.0,2,,2,2,2342.59,1973,28111.13,,,True
932,45,No,non-travel,382.57,,24,3,,1,933,1,M,47.82142857142857,1,1,laboratory technician,3,single,,8034.0,2,,14,3.0,3,full time,0,9.0,5,3.0,5,,1,4,,1979,37080.0,,,True
933,48,No,travel_frequently,1420.71,,3,3,,1,934,4,F,,3,4,sales executive,3,divorced,11475.0,29835.0,9,Yes,12,3.0,4,full time,2,28.0,2,2.0,22,,11,13,11475.0,1976,137700.0,,,True
934,43,Yes,non-travel,290.04,,19,3,,1,935,3,M,,4,1,research scientist,3,divorced,2342.59,6090.75,6,,12,3.0,4,part time,0,,2,3.0,2,,2,2,2342.59,1981,28111.13,,,False
935,44,No,travel_frequently,556.26,,15,3,life sciences,1,936,4,M,,2,2,sales executive,4,married,4492.84,11681.39,3,,18,,3,part time,1,7.0,5,3.0,2,,2,2,4492.84,1980,53914.11,,,True
936,41,No,non-travel,290.04,,2,1,,1,937,4,F,,2,1,research scientist,4,single,2342.59,6090.75,0,,20,4.0,4,part time,0,5.0,2,2.0,4,,2,3,2342.59,1983,28111.13,,,True
937,30,No,non-travel,236.99,sales,10,3,,1,938,4,M,,3,1,sales representative,2,,1914.17,4976.83,1,No,14,3.0,4,full time,2,,2,3.0,2,,2,2,1914.17,1994,,sales representative  -  sales,,True
938,54,No,non-travel,252.78,,6,3,,1,939,4,M,,3,2,laboratory technician,4,single,2041.67,5308.33,2,,17,3.0,4,part time,0,19.0,4,3.0,2,,2,2,2041.67,1970,24500.0,,,False
939,24,No,travel_rarely,290.04,research & development,12,1,medical,1,940,1,M,,4,1,research scientist,3,single,2342.59,6090.75,1,,18,3.0,4,part time,0,,3,3.0,2,,0,2,2342.59,2000,28111.13,research scientist  -  research & development,,True
940,56,Yes,non-travel,1973.98,,2,3,medical,1,941,4,M,,3,5,manager,1,,15943.72,41453.67,5,Yes,13,3.0,4,full time,1,24.0,2,3.0,5,,1,4,15943.72,1968,,,,False
941,27,No,travel_frequently,290.04,,1,2,life sciences,1,942,1,F,36.25443871706758,1,1,laboratory technician,4,,2342.59,6090.75,3,No,14,3.0,1,part time,1,,2,3.0,2,,2,0,2342.59,1997,28111.13,,,False
942,35,No,travel_rarely,290.04,,1,4,,1,943,2,F,,4,1,research scientist,4,single,2342.59,6090.75,2,No,16,3.0,3,full time,0,,2,3.0,4,,1,3,2342.59,1989,,,,False
943,28,No,non-travel,447.98,,8,1,marketing,1,944,3,M,,3,2,sales executive,4,married,3618.33,9407.67,0,,19,3.0,2,part time,1,5.0,3,3.0,4,,1,1,3618.33,1996,43420.0,,,True
944,36,No,travel_rarely,265.37,,8,4,,1,945,1,F,,3,1,sales representative,4,,2143.33,5572.67,1,No,16,3.0,2,full time,1,3.0,1,2.0,3,,0,2,2143.33,1988,,,,True
945,31,No,travel_rarely,290.04,,18,3,,1,946,4,M,36.25443871706758,1,1,laboratory technician,3,married,2342.59,6090.75,3,No,21,,3,part time,2,7.0,2,3.0,2,,0,2,2342.59,1993,28111.13,,,True
946,35,No,non-travel,670.63,,8,2,,1,947,3,F,,3,2,sales executive,1,,5416.67,14083.33,5,No,17,3.0,2,full time,1,,1,3.0,3,,1,2,5416.67,1989,,,,False
947,53,No,travel_rarely,324.9,research & development,25,4,life sciences,1,948,2,F,40.61210317460318,3,2,laboratory technician,3,,2624.17,6822.83,8,,20,4.0,2,part time,1,9.0,3,3.0,5,,1,4,2624.17,1971,31490.0,laboratory technician  -  research & development,,True
948,34,Yes,travel_rarely,549.3,,16,3,marketing,1,949,1,F,,3,2,sales executive,1,single,4436.67,11535.33,5,,15,3.0,3,part time,0,,3,3.0,3,,0,2,4436.67,1990,53240.0,,,False
949,36,No,travel_rarely,290.04,research & development,20,4,,1,950,2,F,36.25443871706758,4,1,research scientist,3,single,,6090.75,3,No,13,3.0,3,part time,0,7.0,0,3.0,2,,2,2,,1988,28111.13,research scientist  -  research & development,,False
950,29,Yes,non-travel,452.11,,2,4,,1,951,3,M,,3,1,research scientist,3,single,3651.67,9494.33,6,No,17,3.0,4,full time,0,5.0,3,2.0,2,,2,1,3651.67,1995,43820.0,,,False
951,37,No,travel_rarely,290.04,,13,3,human resources,1,952,3,M,36.25443871706758,3,1,human resources,2,married,2342.59,6090.75,4,,13,3.0,2,part time,1,,2,3.0,5,,0,4,2342.59,1987,28111.13,,,False
952,35,No,travel_frequently,263.4,research & development,16,4,,1,953,3,F,32.92559523809524,2,1,research scientist,4,single,2127.5,5531.5,1,No,16,3.0,3,part time,0,6.0,3,3.0,5,,1,3,2127.5,1989,25530.0,research scientist  -  research & development,,True
953,35,No,non-travel,290.04,,3,2,,1,954,3,M,,3,1,human resources,4,,2342.59,6090.75,0,,19,3.0,3,full time,1,4.0,1,1.0,3,,0,2,2342.59,1989,,,,False
954,45,No,travel_rarely,612.13,,4,3,,1,955,4,M,76.51686507936508,3,2,healthcare representative,2,single,4944.17,12854.83,9,,12,3.0,4,full time,0,10.0,2,2.0,5,,2,3,4944.17,1979,59330.0,,,True
955,33,No,non-travel,454.28,,13,4,life sciences,1,956,2,M,,3,2,sales executive,4,divorced,,9539.83,2,,11,3.0,3,part time,1,8.0,3,2.0,5,,0,3,,1991,44030.0,,,True
956,54,No,non-travel,1128.11,,7,2,,1,957,1,F,141.0138888888889,2,3,sales executive,4,married,9111.67,23690.33,7,Yes,18,3.0,4,full time,1,35.0,3,3.0,5,,0,4,9111.67,1970,109340.0,,,True
957,23,No,non-travel,556.26,,1,2,life sciences,1,958,4,M,,2,2,manufacturing director,4,,4492.84,11681.39,6,,22,4.0,1,part time,2,4.0,2,1.0,2,,2,2,4492.84,2001,53914.11,,,True
958,45,No,travel_rarely,290.04,,8,4,life sciences,1,959,1,M,,4,1,laboratory technician,4,,2342.59,6090.75,2,Yes,24,4.0,3,part time,1,10.0,2,2.0,3,,0,2,2342.59,1979,28111.13,,,False
959,36,Yes,travel_frequently,208.62,,25,4,life sciences,1,960,4,F,,3,1,research scientist,2,divorced,1685.0,4381.0,1,,19,3.0,1,part time,1,10.0,3,2.0,10,,7,8,1685.0,1988,20220.0,,,True
960,26,No,non-travel,439.11,,4,1,,1,961,3,M,,2,2,sales executive,1,,3546.67,9221.33,1,No,12,3.0,1,part time,0,5.0,1,4.0,5,,0,3,3546.67,1998,42560.0,,,True
961,50,No,travel_rarely,369.37,,1,3,technical degree,1,962,3,F,,3,1,research scientist,1,,2983.33,7756.67,2,No,16,3.0,2,full time,1,7.0,2,3.0,4,,0,2,2983.33,1974,,,,False
962,25,No,non-travel,290.04,,19,1,life sciences,1,963,1,M,,2,1,laboratory technician,4,,2342.59,6090.75,0,,17,3.0,4,part time,0,,2,2.0,5,,3,4,2342.59,1999,28111.13,,,False
963,39,No,travel_rarely,299.1,sales,9,3,marketing,1,964,2,M,,2,1,sales representative,2,,2415.83,6281.17,0,,19,3.0,4,full time,1,3.0,3,3.0,2,,1,2,2415.83,1985,28990.0,sales representative  -  sales,,False
964,30,Yes,travel_rarely,290.04,,1,3,medical,1,965,2,F,36.25443871706758,2,1,sales representative,3,,2342.59,6090.75,6,Yes,19,3.0,3,part time,3,5.0,3,3.0,3,,0,2,2342.59,1994,28111.13,,,True
965,44,No,travel_frequently,573.86,,1,3,life sciences,1,966,4,F,,3,2,healthcare representative,4,married,4635.0,12051.0,4,,13,3.0,2,full time,1,12.0,2,2.0,5,,2,2,4635.0,1980,,,,False
966,29,No,travel_rarely,556.26,,5,4,medical,1,967,1,M,,3,2,sales executive,4,single,,11681.39,1,,14,3.0,2,part time,0,4.0,3,3.0,4,,0,2,,1995,53914.11,,,False
967,21,Yes,travel_rarely,290.04,,2,3,,1,968,3,F,36.25443871706758,2,1,sales representative,3,single,2342.59,6090.75,1,,13,3.0,4,part time,0,2.0,3,2.0,2,,0,2,2342.59,2003,28111.13,,,False
968,48,No,non-travel,290.04,,2,4,life sciences,1,969,4,F,,2,1,sales representative,4,single,2342.59,6090.75,1,Yes,18,3.0,1,full time,0,3.0,3,2.0,3,,1,2,2342.59,1976,,,,False
969,23,Yes,travel_rarely,556.26,,3,1,life sciences,1,970,2,F,,3,2,manufacturing director,3,married,4492.84,11681.39,0,Yes,19,3.0,1,part time,1,4.0,3,4.0,3,,0,2,4492.84,2001,53914.11,,,True
970,29,No,non-travel,245.25,,9,3,medical,1,971,3,F,,3,1,research scientist,3,divorced,1980.83,5150.17,5,No,18,3.0,2,part time,1,6.0,2,3.0,2,,2,2,1980.83,1995,23770.0,,,True
971,40,Yes,non-travel,248.03,research & development,6,3,medical,1,972,4,M,,3,1,laboratory technician,1,married,,5208.67,7,,21,4.0,4,part time,0,,2,1.0,2,,2,2,,1984,24040.0,laboratory technician  -  research & development,,True
972,34,No,travel_rarely,288.79,research & development,1,4,,1,973,3,M,36.098214285714285,2,1,research scientist,1,single,2332.5,6064.5,3,,11,3.0,2,part time,0,,1,3.0,3,,0,2,2332.5,1990,27990.0,research scientist  -  research & development,,False
973,37,No,travel_rarely,290.04,research & development,7,4,other,1,974,2,M,36.25443871706758,3,1,research scientist,4,single,2342.59,6090.75,2,,18,3.0,3,part time,0,8.0,6,3.0,6,,0,1,2342.59,1987,28111.13,research scientist  -  research & development,,False
974,36,No,travel_rarely,556.26,,48,3,,1,975,3,F,,3,2,sales executive,3,,4492.84,11681.39,1,,16,3.0,2,full time,0,5.0,3,3.0,5,,1,0,4492.84,1988,,,,True
975,32,Yes,non-travel,290.04,,9,2,medical,1,976,3,M,,2,1,research scientist,1,single,,6090.75,0,Yes,22,4.0,1,part time,0,4.0,0,3.0,3,,1,2,,1992,28111.13,,,True
976,34,No,travel_rarely,356.16,,13,1,life sciences,1,977,2,F,44.51984126984127,3,1,research scientist,4,single,2876.67,7479.33,3,,18,3.0,1,full time,0,5.0,4,3.0,3,,0,2,2876.67,1990,34520.0,,,True
977,28,No,non-travel,290.02,,24,4,,1,978,2,F,,3,1,laboratory technician,2,marreid,2342.5,6090.5,9,No,14,3.0,2,part time,1,4.0,2,3.0,2,,2,2,2342.5,1996,28110.0,,,False
978,31,Yes,travel_rarely,290.04,,22,3,,1,979,1,F,36.25443871706758,3,1,research scientist,3,married,,6090.75,4,,11,3.0,2,part time,0,,2,,5,,0,1,,1993,28111.13,,,False
979,25,No,non-travel,451.6,,17,1,medical,1,980,4,F,,2,2,manufacturing director,3,divorced,3647.5,9483.5,1,No,15,3.0,2,part time,2,5.0,6,3.0,4,,3,2,3647.5,1999,43770.0,,,True
980,36,Yes,travel_rarely,290.04,research & development,14,4,other,1,981,3,M,,2,1,laboratory technician,2,divorced,2342.59,6090.75,1,Yes,24,4.0,4,part time,1,5.0,2,1.0,4,,0,2,2342.59,1988,28111.13,laboratory technician  -  research & development,,True
981,31,Yes,non-travel,290.04,,5,3,,1,982,2,F,,3,1,laboratory technician,2,,2342.59,6090.75,0,,17,3.0,1,part time,0,4.0,3,3.0,3,,1,2,2342.59,1993,28111.13,,,True
982,49,No,travel_rarely,437.46,research & development,6,3,,1,983,1,M,,2,2,healthcare representative,3,,3533.33,9186.67,2,No,13,3.0,4,full time,0,19.0,0,3.0,2,,2,2,3533.33,1975,,healthcare representative  -  research & development,,True
983,42,No,travel_rarely,556.26,,7,2,medical,1,984,4,F,,3,2,manufacturing director,3,,4492.84,11681.39,6,,14,3.0,2,full time,0,8.0,6,3.0,2,,2,1,4492.84,1982,,,,False
984,28,No,non-travel,436.12,research & development,2,4,,1,985,1,F,,3,2,manufacturing director,4,,3522.5,9158.5,0,,18,3.0,2,part time,1,,2,,3,,2,2,3522.5,1996,42270.0,manufacturing director  -  research & development,,True
985,36,No,travel_rarely,404.13,research & development,10,3,other,1,986,2,M,,3,1,laboratory technician,4,,3264.17,8486.83,1,No,20,4.0,1,full time,1,3.0,4,2.0,3,,1,2,3264.17,1988,39170.0,laboratory technician  -  research & development,,True
986,27,Yes,non-travel,512.67,,29,2,medical,1,987,2,M,,1,2,sales executive,1,single,,10766.17,8,No,18,3.0,4,part time,0,,6,3.0,2,,2,2,,1997,49690.0,,,True
987,34,No,non-travel,290.04,sales,8,1,life sciences,1,988,2,F,,2,1,sales representative,4,,,6090.75,0,,19,3.0,4,part time,0,,2,2.0,2,,2,2,,1990,28111.13,sales representative  -  sales,,False
988,27,Yes,non-travel,210.68,,2,3,life sciences,1,989,1,M,,3,1,research scientist,1,married,1701.67,4424.33,6,,14,3.0,2,part time,1,6.0,2,3.0,3,,1,2,1701.67,1997,20420.0,,,False
989,39,No,travel_frequently,291.06,,3,4,,1,990,3,M,,3,1,research scientist,3,,2350.83,6112.17,3,No,16,3.0,1,full time,1,8.0,2,3.0,2,,2,2,2350.83,1985,,,,False
990,47,No,non-travel,1973.98,,47,4,medical,1,991,4,M,,3,5,research director,4,,,41453.67,9,No,17,3.0,4,full time,2,23.0,0,3.0,2,,2,2,,1977,191324.62,,,True
991,21,Yes,non-travel,290.04,,9,3,marketing,1,992,4,F,,3,1,sales representative,4,single,2342.59,6090.75,1,Yes,14,3.0,2,part time,0,2.0,3,3.0,2,,0,2,2342.59,2003,28111.13,,,False
992,31,No,non-travel,1027.31,,20,3,other,1,993,2,M,,3,2,manufacturing director,1,marreid,8297.5,21573.5,0,,15,3.0,3,full time,1,7.0,1,2.0,6,,0,2,8297.5,1993,,,,True
993,28,No,non-travel,290.04,,8,5,,1,994,1,M,,1,1,laboratory technician,3,married,2342.59,6090.75,1,,19,3.0,4,part time,3,3.0,4,,3,,1,2,2342.59,1996,28111.13,,,True
994,56,No,non-travel,1032.49,,2,1,,1,995,4,M,,3,3,manufacturing director,2,married,,21682.23,3,No,18,3.0,2,part time,1,23.0,4,3.0,3,,1,2,,1968,100071.84,,,True
995,34,No,travel_rarely,1032.49,,5,3,life sciences,1,996,4,M,,2,3,healthcare representative,4,,8339.32,21682.23,4,No,15,3.0,3,full time,1,,2,3.0,3,,1,2,8339.32,1990,100071.84,,,False
996,29,No,non-travel,227.71,,15,2,life sciences,1,997,1,M,,3,1,laboratory technician,3,,1839.17,4781.83,1,No,16,3.0,4,full time,1,4.0,5,2.0,4,,2,2,1839.17,1995,22070.0,,,True
997,35,No,non-travel,800.22,,3,1,life sciences,1,998,1,M,,3,2,healthcare representative,4,,6463.33,16804.67,0,No,17,3.0,3,full time,0,,1,2.0,6,,0,4,6463.33,1989,,,,False
998,34,Yes,non-travel,290.04,,25,3,medical,1,999,1,M,,2,1,research scientist,2,single,2342.59,6090.75,4,Yes,20,4.0,2,part time,0,5.0,0,3.0,2,,2,2,2342.59,1990,28111.13,,,False
999,34,No,non-travel,556.26,,7,3,life sciences,1,1000,4,F,,3,2,sales executive,2,married,4492.84,11681.39,0,No,17,3.0,3,part time,1,4.0,3,3.0,3,,0,2,4492.84,1990,53914.11,,,True
1000,22,No,non-travel,213.57,,1,1,,1,1001,4,F,,2,1,research scientist,2,single,,4485.0,1,Yes,11,3.0,3,part time,0,2.0,6,4.0,2,,2,2,,2002,20700.0,,,True
1001,32,No,travel_frequently,287.96,,20,3,,1,1002,3,M,,4,1,sales representative,4,married,,6047.17,0,No,12,,1,full time,1,3.0,4,3.0,2,,2,2,,1992,27910.0,,,False
1002,36,No,non-travel,556.26,,11,2,marketing,1,1003,4,M,,3,2,sales executive,4,divorced,4492.84,11681.39,1,,11,3.0,4,full time,1,5.0,3,3.0,5,,0,2,4492.84,1988,,,,True
1003,35,No,non-travel,556.26,,2,2,,1,1004,4,M,,3,2,manufacturing director,3,single,4492.84,11681.39,2,No,11,3.0,4,full time,0,,3,,3,,0,2,4492.84,1989,,,,False
1004,34,Yes,non-travel,848.51,,9,4,,1,1005,1,F,106.06349206349206,3,2,sales executive,1,single,,17818.67,0,,17,3.0,1,full time,0,6.0,3,3.0,5,,0,3,,1990,82240.0,,,False
1005,32,Yes,non-travel,269.29,research & development,15,3,medical,1,1006,3,M,,3,1,laboratory technician,3,,,5655.0,1,No,12,3.0,3,part time,1,,5,2.0,2,,2,2,,1992,26100.0,laboratory technician  -  research & development,,False
1006,38,No,travel_rarely,591.29,,25,2,,1,1007,3,F,73.91170634920636,2,2,healthcare representative,4,,4775.83,12417.17,7,No,13,3.0,3,full time,2,9.0,2,3.0,6,,1,3,4775.83,1986,57310.0,,,True
1007,28,No,travel_rarely,261.96,,6,3,,1,1008,4,M,32.745039682539684,2,1,research scientist,3,married,,5501.17,1,No,13,,3,part time,1,4.0,0,3.0,4,2.0,2,2,,1996,25390.0,,,False
1008,36,No,travel_frequently,245.14,,4,4,other,1,1009,4,M,30.642857142857142,2,1,laboratory technician,4,married,,5148.0,1,,13,3.0,2,part time,1,2.0,2,4.0,2,,2,2,,1988,23760.0,,,True
1009,57,No,non-travel,1973.98,,4,4,,1,1010,4,F,246.74801587301585,3,5,manager,1,divorced,15943.72,41453.67,4,No,13,3.0,4,full time,1,28.0,2,3.0,5,,4,2,15943.72,1967,191324.62,,,True
1010,46,No,non-travel,290.04,research & development,7,3,medical,1,1011,1,F,,3,1,research scientist,3,,2342.59,6090.75,4,Yes,19,3.0,3,part time,1,,2,,3,,0,2,2342.59,1978,28111.13,research scientist  -  research & development,,False
1011,21,No,travel_rarely,290.04,,3,3,,1,1012,1,M,,2,1,laboratory technician,3,single,2342.59,6090.75,1,,12,3.0,1,part time,0,2.0,2,2.0,2,,1,2,2342.59,2003,28111.13,,,False
1012,51,No,travel_frequently,1582.77,,2,3,,1,1013,4,F,,3,4,manager,1,,12783.92,33238.2,2,No,22,4.0,3,full time,1,,3,,2,,2,2,12783.92,1973,153407.07,,,True
1013,47,No,non-travel,1968.67,,15,2,life sciences,1,1014,4,M,,3,5,research director,2,,,41342.17,5,,11,3.0,1,full time,1,25.0,2,3.0,4,,0,3,,1977,190810.0,,,True
1014,33,No,non-travel,283.01,,13,3,other,1,1015,3,F,,2,1,laboratory technician,2,married,,5943.17,1,No,20,4.0,3,part time,1,2.0,2,3.0,2,,2,2,,1991,27430.0,,,False
1015,36,No,non-travel,1032.49,,8,2,,1,1016,3,F,,2,3,sales executive,4,married,8339.32,21682.23,4,,11,3.0,2,part time,1,16.0,6,2.0,13,,4,12,8339.32,1988,100071.84,,,True
1016,30,No,non-travel,387.94,,1,3,life sciences,1,1017,1,F,48.49206349206349,3,1,research scientist,4,divorced,3133.33,8146.67,1,No,15,3.0,1,full time,3,3.0,5,,3,,1,2,3133.33,1994,37600.0,,,False
1017,22,Yes,travel_frequently,290.04,,10,2,,1,1018,1,F,,2,1,laboratory technician,3,,2342.59,6090.75,1,,20,4.0,3,full time,0,2.0,2,1.0,2,,2,2,2342.59,2002,,,,False
1018,35,No,travel_rarely,468.21,,2,3,marketing,1,1019,3,F,,3,2,sales executive,1,,3781.67,9832.33,0,,12,3.0,4,part time,0,4.0,3,3.0,3,,0,2,3781.67,1989,45380.0,,,True
1019,29,No,non-travel,290.04,,1,4,medical,1,1020,4,M,,3,1,laboratory technician,3,single,2342.59,6090.75,0,Yes,11,3.0,3,part time,0,,2,2.0,4,,0,2,2342.59,1995,28111.13,,,True
1020,36,No,travel_rarely,290.04,,6,1,life sciences,1,1021,3,M,36.25443871706758,3,1,research scientist,3,married,2342.59,6090.75,0,Yes,14,,4,part time,0,4.0,3,3.0,3,,2,2,2342.59,1988,28111.13,,,False
1021,29,No,travel_frequently,398.98,,2,3,life sciences,1,1022,4,M,,2,1,laboratory technician,4,married,,8378.5,1,,12,3.0,2,full time,1,,2,3.0,2,,2,2,,1995,38670.0,,,True
