,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,salary,roledepartament,remotework
894,35,No,non-travel,674.6,desconocido,4,4,desconocido,1,895,3,False,84.3,3,2,sales executive,3,married,5448.33,14165.67,9,No,15,3.0,1,full time,1,,3,3.0,3,1,2,5448.33,1989,65380.0,desconocido,False
895,44,No,non-travel,233.0,desconocido,21,3,desconocido,1,896,4,True,29.1,3,1,laboratory technician,4,desconocido,1881.67,4892.33,7,Desconocido,20,4.0,1,full time,1,,1,3.0,3,1,2,1881.67,1980,,desconocido,True
896,44,No,travel_rarely,556.3,desconocido,8,4,other,1,897,3,False,69.5,3,2,healthcare representative,3,desconocido,4492.84,11681.39,4,Yes,14,3.0,4,part time,0,,3,3.0,5,0,2,4492.84,1980,53914.11,desconocido,False
897,32,No,travel_rarely,228.8,desconocido,1,2,desconocido,1,898,4,True,28.6,2,1,laboratory technician,1,married,,4805.67,1,No,12,3.0,3,part time,1,4.0,3,,4,3,2,,1992,22180.0,desconocido,True
898,26,Yes,travel_rarely,290.0,desconocido,3,3,medical,1,899,1,True,36.3,3,1,laboratory technician,1,married,2342.59,6090.75,5,No,13,3.0,3,part time,1,6.0,5,,2,0,2,2342.59,1998,28111.13,desconocido,True
899,46,No,non-travel,273.8,desconocido,10,2,life sciences,1,900,1,True,34.2,3,1,research scientist,4,married,2211.67,5750.33,3,No,21,,4,part time,2,8.0,3,2.0,2,0,2,2211.67,1978,26540.0,desconocido,False
900,53,No,travel_rarely,1582.8,desconocido,4,2,life sciences,1,901,4,False,197.8,3,4,manager,4,married,12783.92,33238.2,2,No,13,3.0,4,full time,0,31.0,2,1.0,5,1,4,12783.92,1971,153407.07,desconocido,False
901,35,Yes,travel_frequently,290.0,desconocido,6,2,desconocido,1,902,4,False,36.3,1,1,sales representative,3,desconocido,,6090.75,0,No,16,3.0,4,part time,1,3.0,3,2.0,2,1,0,,1989,28111.13,desconocido,True
902,27,No,travel_rarely,290.0,desconocido,23,3,life sciences,1,903,1,False,36.3,3,1,research scientist,4,divorced,2342.59,6090.75,1,No,22,4.0,2,part time,2,,3,1.0,3,0,2,2342.59,1997,28111.13,desconocido,False
903,30,No,non-travel,1231.4,desconocido,3,4,desconocido,1,904,2,True,153.9,2,3,research director,3,desconocido,9945.83,25859.17,1,No,18,3.0,3,full time,0,,2,3.0,10,0,7,9945.83,1994,119350.0,desconocido,True
904,30,Yes,non-travel,262.7,desconocido,25,5,technical degree,1,905,3,False,32.8,2,1,research scientist,2,married,,5516.33,5,No,16,3.0,2,part time,0,6.0,2,4.0,2,1,1,,1994,25460.0,desconocido,True
905,47,No,non-travel,1842.8,desconocido,2,3,life sciences,1,906,1,True,230.4,3,4,research director,3,married,,38698.83,6,No,13,3.0,3,full time,0,,2,1.0,3,0,1,,1977,178610.0,desconocido,True
906,47,No,non-travel,1032.5,desconocido,10,3,marketing,1,907,3,False,129.1,2,3,sales executive,4,desconocido,8339.32,21682.23,2,Desconocido,19,3.0,3,full time,1,15.0,3,3.0,3,1,2,8339.32,1977,,desconocido,True
907,31,No,travel_rarely,290.0,sales,7,1,marketing,1,908,4,True,36.3,3,1,sales representative,2,single,,6090.75,0,Desconocido,14,3.0,1,part time,0,,3,3.0,3,1,2,,1993,28111.13,sales representative  -  sales,True
908,35,Yes,travel_frequently,1032.5,human resources,23,3,desconocido,1,909,2,False,129.1,3,3,human resources,1,divorced,,21682.23,9,Yes,15,3.0,3,part time,3,,2,3.0,3,0,2,,1989,100071.84,human resources  -  human resources,False
909,43,No,non-travel,290.0,desconocido,5,2,other,1,910,2,True,36.3,3,1,laboratory technician,3,married,2342.59,6090.75,4,No,17,3.0,4,part time,1,,4,,2,2,0,2342.59,1981,28111.13,desconocido,True
910,23,Yes,non-travel,401.8,research & development,25,1,technical degree,1,911,3,True,50.2,2,1,laboratory technician,3,single,3245.0,8437.0,5,No,16,3.0,3,full time,0,4.0,3,3.0,2,1,2,3245.0,2001,38940.0,laboratory technician  -  research & development,False
911,30,No,travel_rarely,439.7,desconocido,19,3,technical degree,1,912,4,True,55.0,3,2,manufacturing director,4,divorced,,9234.33,4,No,12,3.0,2,part time,2,8.0,2,4.0,3,1,2,,1994,42620.0,desconocido,True
912,47,No,travel_frequently,1086.1,research & development,18,1,medical,1,913,1,False,135.8,3,3,healthcare representative,3,married,,22808.5,5,No,11,3.0,4,full time,0,,3,2.0,2,1,2,,1977,105270.0,healthcare representative  -  research & development,False
913,33,Yes,non-travel,556.3,sales,11,4,other,1,914,4,True,69.5,4,2,sales executive,3,desconocido,,11681.39,8,Desconocido,12,3.0,4,part time,0,,2,3.0,4,1,2,,1991,53914.11,sales executive  -  sales,False
914,25,No,non-travel,247.6,desconocido,24,3,medical,1,915,4,True,31.0,3,1,sales representative,4,desconocido,2000.0,5200.0,0,No,13,3.0,3,full time,2,3.0,3,3.0,2,2,1,2000.0,1999,,desconocido,True
915,36,No,travel_rarely,379.8,desconocido,25,2,desconocido,1,916,1,True,47.5,2,2,laboratory technician,4,single,,7975.5,4,No,14,3.0,4,part time,0,,3,3.0,3,0,2,,1988,36810.0,desconocido,False
916,43,No,non-travel,556.3,desconocido,2,4,life sciences,1,917,3,False,69.5,3,2,healthcare representative,4,married,4492.84,11681.39,1,No,13,3.0,2,part time,2,10.0,4,3.0,10,2,2,4492.84,1981,53914.11,desconocido,False
917,49,No,travel_rarely,1582.8,desconocido,1,4,desconocido,1,918,4,False,197.8,2,4,manager,1,married,,33238.2,7,No,11,3.0,1,full time,1,21.0,3,1.0,3,0,2,,1975,153407.07,desconocido,False
918,45,No,travel_rarely,556.3,desconocido,1,4,desconocido,1,919,1,False,69.5,2,2,human resources,3,desconocido,4492.84,11681.39,4,No,11,,2,part time,0,10.0,1,4.0,2,0,2,4492.84,1979,53914.11,desconocido,True
919,35,No,non-travel,290.0,sales,14,3,desconocido,1,920,3,False,36.3,3,1,sales representative,3,desconocido,2342.59,6090.75,1,Yes,18,3.0,4,part time,2,8.0,3,3.0,8,0,6,2342.59,1989,28111.13,sales representative  -  sales,True
920,22,No,non-travel,355.6,desconocido,22,1,technical degree,1,921,3,True,44.5,3,1,sales representative,3,desconocido,2872.5,7468.5,1,Desconocido,11,,3,full time,0,,2,3.0,3,1,2,2872.5,2002,34470.0,desconocido,True
921,45,No,travel_rarely,2013.2,desconocido,3,4,desconocido,1,922,4,True,251.7,3,5,manager,4,desconocido,16260.83,42278.17,4,Desconocido,12,3.0,1,full time,1,26.0,2,4.0,2,0,1,16260.83,1979,,desconocido,True
922,23,No,travel_rarely,290.0,desconocido,6,1,medical,1,923,1,True,36.3,3,1,research scientist,3,married,2342.59,6090.75,0,Desconocido,20,4.0,4,part time,0,,3,3.0,2,2,2,2342.59,2001,28111.13,desconocido,True
923,27,No,travel_rarely,274.3,desconocido,6,3,desconocido,1,924,3,False,34.3,3,1,laboratory technician,4,desconocido,2215.83,5761.17,1,Yes,13,,3,full time,1,,2,3.0,3,0,2,2215.83,1997,,desconocido,True
924,37,No,non-travel,912.8,desconocido,9,2,medical,1,925,2,True,114.1,2,2,manufacturing director,2,desconocido,7372.5,19168.5,2,Yes,11,3.0,3,full time,1,13.0,2,3.0,3,0,2,7372.5,1987,88470.0,desconocido,False
925,28,No,non-travel,211.0,desconocido,3,4,medical,1,926,1,True,26.4,2,1,research scientist,4,single,,4430.83,0,Desconocido,13,3.0,4,part time,0,5.0,0,3.0,4,1,1,,1996,20450.0,desconocido,True
926,24,No,travel_rarely,290.0,desconocido,4,3,desconocido,1,927,1,True,36.3,4,1,research scientist,1,desconocido,2342.59,6090.75,2,Desconocido,16,3.0,1,part time,1,5.0,3,4.0,3,0,2,2342.59,2000,28111.13,desconocido,False
927,26,No,non-travel,500.5,desconocido,8,3,life sciences,1,928,4,True,62.6,4,2,sales executive,2,desconocido,4042.5,10510.5,0,No,22,4.0,3,part time,1,4.0,4,3.0,3,1,2,4042.5,1998,48510.0,desconocido,True
928,49,No,non-travel,837.8,desconocido,14,1,desconocido,1,929,1,True,104.7,4,2,sales executive,2,marreid,,17593.33,3,Desconocido,12,3.0,4,full time,0,,3,3.0,2,2,2,,1975,81200.0,desconocido,True
929,25,Yes,travel_rarely,472.2,desconocido,3,2,life sciences,1,930,1,False,59.0,3,2,sales executive,3,single,3814.17,9916.83,9,No,14,3.0,1,part time,0,,3,3.0,2,2,0,3814.17,1999,45770.0,desconocido,True
930,61,No,travel_rarely,557.7,desconocido,16,4,desconocido,1,931,1,True,69.7,3,2,sales executive,1,single,,11710.83,8,No,14,3.0,4,full time,0,10.0,1,3.0,2,2,2,,1963,54050.0,desconocido,True
931,51,No,non-travel,290.0,desconocido,8,4,marketing,1,932,4,True,36.3,3,1,sales representative,2,married,2342.59,6090.75,7,No,15,3.0,4,part time,1,4.0,2,3.0,2,2,2,2342.59,1973,28111.13,desconocido,True
932,45,No,non-travel,382.6,desconocido,24,3,desconocido,1,933,1,True,47.8,1,1,laboratory technician,3,single,,8034.0,2,Desconocido,14,3.0,3,full time,0,9.0,5,3.0,5,1,4,,1979,37080.0,desconocido,True
933,48,No,travel_frequently,1420.7,desconocido,3,3,desconocido,1,934,4,False,177.6,3,4,sales executive,3,divorced,11475.0,29835.0,9,Yes,12,3.0,4,full time,2,28.0,2,2.0,22,11,13,11475.0,1976,137700.0,desconocido,True
934,43,Yes,non-travel,290.0,desconocido,19,3,desconocido,1,935,3,True,36.3,4,1,research scientist,3,divorced,2342.59,6090.75,6,Desconocido,12,3.0,4,part time,0,,2,3.0,2,2,2,2342.59,1981,28111.13,desconocido,False
935,44,No,travel_frequently,556.3,desconocido,15,3,life sciences,1,936,4,True,69.5,2,2,sales executive,4,married,4492.84,11681.39,3,Desconocido,18,,3,part time,1,7.0,5,3.0,2,2,2,4492.84,1980,53914.11,desconocido,True
936,41,No,non-travel,290.0,desconocido,2,1,desconocido,1,937,4,False,36.3,2,1,research scientist,4,single,2342.59,6090.75,0,Desconocido,20,4.0,4,part time,0,5.0,2,2.0,4,2,3,2342.59,1983,28111.13,desconocido,True
937,30,No,non-travel,237.0,sales,10,3,desconocido,1,938,4,True,29.6,3,1,sales representative,2,desconocido,1914.17,4976.83,1,No,14,3.0,4,full time,2,,2,3.0,2,2,2,1914.17,1994,,sales representative  -  sales,True
938,54,No,non-travel,252.8,desconocido,6,3,desconocido,1,939,4,True,31.6,3,2,laboratory technician,4,single,2041.67,5308.33,2,Desconocido,17,3.0,4,part time,0,19.0,4,3.0,2,2,2,2041.67,1970,24500.0,desconocido,False
939,24,No,travel_rarely,290.0,research & development,12,1,medical,1,940,1,True,36.3,4,1,research scientist,3,single,2342.59,6090.75,1,Desconocido,18,3.0,4,part time,0,,3,3.0,2,0,2,2342.59,2000,28111.13,research scientist  -  research & development,True
940,56,Yes,non-travel,1974.0,desconocido,2,3,medical,1,941,4,True,246.7,3,5,manager,1,desconocido,15943.72,41453.67,5,Yes,13,3.0,4,full time,1,24.0,2,3.0,5,1,4,15943.72,1968,,desconocido,False
941,27,No,travel_frequently,290.0,desconocido,1,2,life sciences,1,942,1,False,36.3,1,1,laboratory technician,4,desconocido,2342.59,6090.75,3,No,14,3.0,1,part time,1,,2,3.0,2,2,0,2342.59,1997,28111.13,desconocido,False
942,35,No,travel_rarely,290.0,desconocido,1,4,desconocido,1,943,2,False,36.3,4,1,research scientist,4,single,2342.59,6090.75,2,No,16,3.0,3,full time,0,,2,3.0,4,1,3,2342.59,1989,,desconocido,False
943,28,No,non-travel,448.0,desconocido,8,1,marketing,1,944,3,True,56.0,3,2,sales executive,4,married,3618.33,9407.67,0,Desconocido,19,3.0,2,part time,1,5.0,3,3.0,4,1,1,3618.33,1996,43420.0,desconocido,True
944,36,No,travel_rarely,265.4,desconocido,8,4,desconocido,1,945,1,False,33.2,3,1,sales representative,4,desconocido,2143.33,5572.67,1,No,16,3.0,2,full time,1,3.0,1,2.0,3,0,2,2143.33,1988,,desconocido,True
945,31,No,travel_rarely,290.0,desconocido,18,3,desconocido,1,946,4,True,36.3,1,1,laboratory technician,3,married,2342.59,6090.75,3,No,21,,3,part time,2,7.0,2,3.0,2,0,2,2342.59,1993,28111.13,desconocido,True
946,35,No,non-travel,670.6,desconocido,8,2,desconocido,1,947,3,False,83.8,3,2,sales executive,1,desconocido,5416.67,14083.33,5,No,17,3.0,2,full time,1,,1,3.0,3,1,2,5416.67,1989,,desconocido,False
947,53,No,travel_rarely,324.9,research & development,25,4,life sciences,1,948,2,False,40.6,3,2,laboratory technician,3,desconocido,2624.17,6822.83,8,Desconocido,20,4.0,2,part time,1,9.0,3,3.0,5,1,4,2624.17,1971,31490.0,laboratory technician  -  research & development,True
948,34,Yes,travel_rarely,549.3,desconocido,16,3,marketing,1,949,1,False,68.7,3,2,sales executive,1,single,4436.67,11535.33,5,Desconocido,15,3.0,3,part time,0,,3,3.0,3,0,2,4436.67,1990,53240.0,desconocido,False
949,36,No,travel_rarely,290.0,research & development,20,4,desconocido,1,950,2,False,36.3,4,1,research scientist,3,single,,6090.75,3,No,13,3.0,3,part time,0,7.0,0,3.0,2,2,2,,1988,28111.13,research scientist  -  research & development,False
950,29,Yes,non-travel,452.1,desconocido,2,4,desconocido,1,951,3,True,56.5,3,1,research scientist,3,single,3651.67,9494.33,6,No,17,3.0,4,full time,0,5.0,3,2.0,2,2,1,3651.67,1995,43820.0,desconocido,False
951,37,No,travel_rarely,290.0,desconocido,13,3,human resources,1,952,3,True,36.3,3,1,human resources,2,married,2342.59,6090.75,4,Desconocido,13,3.0,2,part time,1,,2,3.0,5,0,4,2342.59,1987,28111.13,desconocido,False
952,35,No,travel_frequently,263.4,research & development,16,4,desconocido,1,953,3,False,32.9,2,1,research scientist,4,single,2127.5,5531.5,1,No,16,3.0,3,part time,0,6.0,3,3.0,5,1,3,2127.5,1989,25530.0,research scientist  -  research & development,True
953,35,No,non-travel,290.0,desconocido,3,2,desconocido,1,954,3,True,36.3,3,1,human resources,4,desconocido,2342.59,6090.75,0,Desconocido,19,3.0,3,full time,1,4.0,1,1.0,3,0,2,2342.59,1989,,desconocido,False
954,45,No,travel_rarely,612.1,desconocido,4,3,desconocido,1,955,4,True,76.5,3,2,healthcare representative,2,single,4944.17,12854.83,9,Desconocido,12,3.0,4,full time,0,10.0,2,2.0,5,2,3,4944.17,1979,59330.0,desconocido,True
955,33,No,non-travel,454.3,desconocido,13,4,life sciences,1,956,2,True,56.8,3,2,sales executive,4,divorced,,9539.83,2,Desconocido,11,3.0,3,part time,1,8.0,3,2.0,5,0,3,,1991,44030.0,desconocido,True
956,54,No,non-travel,1128.1,desconocido,7,2,desconocido,1,957,1,False,141.0,2,3,sales executive,4,married,9111.67,23690.33,7,Yes,18,3.0,4,full time,1,35.0,3,3.0,5,0,4,9111.67,1970,109340.0,desconocido,True
957,23,No,non-travel,556.3,desconocido,1,2,life sciences,1,958,4,True,69.5,2,2,manufacturing director,4,desconocido,4492.84,11681.39,6,Desconocido,22,4.0,1,part time,2,4.0,2,1.0,2,2,2,4492.84,2001,53914.11,desconocido,True
958,45,No,travel_rarely,290.0,desconocido,8,4,life sciences,1,959,1,True,36.3,4,1,laboratory technician,4,desconocido,2342.59,6090.75,2,Yes,24,4.0,3,part time,1,10.0,2,2.0,3,0,2,2342.59,1979,28111.13,desconocido,False
959,36,Yes,travel_frequently,208.6,desconocido,25,4,life sciences,1,960,4,False,26.1,3,1,research scientist,2,divorced,1685.0,4381.0,1,Desconocido,19,3.0,1,part time,1,10.0,3,2.0,10,7,8,1685.0,1988,20220.0,desconocido,True
960,26,No,non-travel,439.1,desconocido,4,1,desconocido,1,961,3,True,54.9,2,2,sales executive,1,desconocido,3546.67,9221.33,1,No,12,3.0,1,part time,0,5.0,1,4.0,5,0,3,3546.67,1998,42560.0,desconocido,True
961,50,No,travel_rarely,369.4,desconocido,1,3,technical degree,1,962,3,False,46.2,3,1,research scientist,1,desconocido,2983.33,7756.67,2,No,16,3.0,2,full time,1,7.0,2,3.0,4,0,2,2983.33,1974,,desconocido,False
962,25,No,non-travel,290.0,desconocido,19,1,life sciences,1,963,1,True,36.3,2,1,laboratory technician,4,desconocido,2342.59,6090.75,0,Desconocido,17,3.0,4,part time,0,,2,2.0,5,3,4,2342.59,1999,28111.13,desconocido,False
963,39,No,travel_rarely,299.1,sales,9,3,marketing,1,964,2,True,37.4,2,1,sales representative,2,desconocido,2415.83,6281.17,0,Desconocido,19,3.0,4,full time,1,3.0,3,3.0,2,1,2,2415.83,1985,28990.0,sales representative  -  sales,False
964,30,Yes,travel_rarely,290.0,desconocido,1,3,medical,1,965,2,False,36.3,2,1,sales representative,3,desconocido,2342.59,6090.75,6,Yes,19,3.0,3,part time,3,5.0,3,3.0,3,0,2,2342.59,1994,28111.13,desconocido,True
965,44,No,travel_frequently,573.9,desconocido,1,3,life sciences,1,966,4,False,71.7,3,2,healthcare representative,4,married,4635.0,12051.0,4,Desconocido,13,3.0,2,full time,1,12.0,2,2.0,5,2,2,4635.0,1980,,desconocido,False
966,29,No,travel_rarely,556.3,desconocido,5,4,medical,1,967,1,True,69.5,3,2,sales executive,4,single,,11681.39,1,Desconocido,14,3.0,2,part time,0,4.0,3,3.0,4,0,2,,1995,53914.11,desconocido,False
967,21,Yes,travel_rarely,290.0,desconocido,2,3,desconocido,1,968,3,False,36.3,2,1,sales representative,3,single,2342.59,6090.75,1,Desconocido,13,3.0,4,part time,0,2.0,3,2.0,2,0,2,2342.59,2003,28111.13,desconocido,False
968,48,No,non-travel,290.0,desconocido,2,4,life sciences,1,969,4,False,36.3,2,1,sales representative,4,single,2342.59,6090.75,1,Yes,18,3.0,1,full time,0,3.0,3,2.0,3,1,2,2342.59,1976,,desconocido,False
969,23,Yes,travel_rarely,556.3,desconocido,3,1,life sciences,1,970,2,False,69.5,3,2,manufacturing director,3,married,4492.84,11681.39,0,Yes,19,3.0,1,part time,1,4.0,3,4.0,3,0,2,4492.84,2001,53914.11,desconocido,True
970,29,No,non-travel,245.2,desconocido,9,3,medical,1,971,3,False,30.7,3,1,research scientist,3,divorced,1980.83,5150.17,5,No,18,3.0,2,part time,1,6.0,2,3.0,2,2,2,1980.83,1995,23770.0,desconocido,True
971,40,Yes,non-travel,248.0,research & development,6,3,medical,1,972,4,True,31.0,3,1,laboratory technician,1,married,,5208.67,7,Desconocido,21,4.0,4,part time,0,,2,1.0,2,2,2,,1984,24040.0,laboratory technician  -  research & development,True
972,34,No,travel_rarely,288.8,research & development,1,4,desconocido,1,973,3,True,36.1,2,1,research scientist,1,single,2332.5,6064.5,3,Desconocido,11,3.0,2,part time,0,,1,3.0,3,0,2,2332.5,1990,27990.0,research scientist  -  research & development,False
973,37,No,travel_rarely,290.0,research & development,7,4,other,1,974,2,True,36.3,3,1,research scientist,4,single,2342.59,6090.75,2,Desconocido,18,3.0,3,part time,0,8.0,6,3.0,6,0,1,2342.59,1987,28111.13,research scientist  -  research & development,False
974,36,No,travel_rarely,556.3,desconocido,48,3,desconocido,1,975,3,False,69.5,3,2,sales executive,3,desconocido,4492.84,11681.39,1,Desconocido,16,3.0,2,full time,0,5.0,3,3.0,5,1,0,4492.84,1988,,desconocido,True
975,32,Yes,non-travel,290.0,desconocido,9,2,medical,1,976,3,True,36.3,2,1,research scientist,1,single,,6090.75,0,Yes,22,4.0,1,part time,0,4.0,0,3.0,3,1,2,,1992,28111.13,desconocido,True
976,34,No,travel_rarely,356.2,desconocido,13,1,life sciences,1,977,2,False,44.5,3,1,research scientist,4,single,2876.67,7479.33,3,Desconocido,18,3.0,1,full time,0,5.0,4,3.0,3,0,2,2876.67,1990,34520.0,desconocido,True
977,28,No,non-travel,290.0,desconocido,24,4,desconocido,1,978,2,False,36.3,3,1,laboratory technician,2,marreid,2342.5,6090.5,9,No,14,3.0,2,part time,1,4.0,2,3.0,2,2,2,2342.5,1996,28110.0,desconocido,False
978,31,Yes,travel_rarely,290.0,desconocido,22,3,desconocido,1,979,1,False,36.3,3,1,research scientist,3,married,,6090.75,4,Desconocido,11,3.0,2,part time,0,,2,,5,0,1,,1993,28111.13,desconocido,False
979,25,No,non-travel,451.6,desconocido,17,1,medical,1,980,4,False,56.4,2,2,manufacturing director,3,divorced,3647.5,9483.5,1,No,15,3.0,2,part time,2,5.0,6,3.0,4,3,2,3647.5,1999,43770.0,desconocido,True
980,36,Yes,travel_rarely,290.0,research & development,14,4,other,1,981,3,True,36.3,2,1,laboratory technician,2,divorced,2342.59,6090.75,1,Yes,24,4.0,4,part time,1,5.0,2,1.0,4,0,2,2342.59,1988,28111.13,laboratory technician  -  research & development,True
981,31,Yes,non-travel,290.0,desconocido,5,3,desconocido,1,982,2,False,36.3,3,1,laboratory technician,2,desconocido,2342.59,6090.75,0,Desconocido,17,3.0,1,part time,0,4.0,3,3.0,3,1,2,2342.59,1993,28111.13,desconocido,True
982,49,No,travel_rarely,437.5,research & development,6,3,desconocido,1,983,1,True,54.7,2,2,healthcare representative,3,desconocido,3533.33,9186.67,2,No,13,3.0,4,full time,0,19.0,0,3.0,2,2,2,3533.33,1975,,healthcare representative  -  research & development,True
983,42,No,travel_rarely,556.3,desconocido,7,2,medical,1,984,4,False,69.5,3,2,manufacturing director,3,desconocido,4492.84,11681.39,6,Desconocido,14,3.0,2,full time,0,8.0,6,3.0,2,2,1,4492.84,1982,,desconocido,False
984,28,No,non-travel,436.1,research & development,2,4,desconocido,1,985,1,False,54.5,3,2,manufacturing director,4,desconocido,3522.5,9158.5,0,Desconocido,18,3.0,2,part time,1,,2,,3,2,2,3522.5,1996,42270.0,manufacturing director  -  research & development,True
985,36,No,travel_rarely,404.1,research & development,10,3,other,1,986,2,True,50.5,3,1,laboratory technician,4,desconocido,3264.17,8486.83,1,No,20,4.0,1,full time,1,3.0,4,2.0,3,1,2,3264.17,1988,39170.0,laboratory technician  -  research & development,True
986,27,Yes,non-travel,512.7,desconocido,29,2,medical,1,987,2,True,64.1,1,2,sales executive,1,single,,10766.17,8,No,18,3.0,4,part time,0,,6,3.0,2,2,2,,1997,49690.0,desconocido,True
987,34,No,non-travel,290.0,sales,8,1,life sciences,1,988,2,False,36.3,2,1,sales representative,4,desconocido,,6090.75,0,Desconocido,19,3.0,4,part time,0,,2,2.0,2,2,2,,1990,28111.13,sales representative  -  sales,False
988,27,Yes,non-travel,210.7,desconocido,2,3,life sciences,1,989,1,True,26.3,3,1,research scientist,1,married,1701.67,4424.33,6,Desconocido,14,3.0,2,part time,1,6.0,2,3.0,3,1,2,1701.67,1997,20420.0,desconocido,False
989,39,No,travel_frequently,291.1,desconocido,3,4,desconocido,1,990,3,True,36.4,3,1,research scientist,3,desconocido,2350.83,6112.17,3,No,16,3.0,1,full time,1,8.0,2,3.0,2,2,2,2350.83,1985,,desconocido,False
990,47,No,non-travel,1974.0,desconocido,47,4,medical,1,991,4,True,246.7,3,5,research director,4,desconocido,,41453.67,9,No,17,3.0,4,full time,2,23.0,0,3.0,2,2,2,,1977,191324.62,desconocido,True
991,21,Yes,non-travel,290.0,desconocido,9,3,marketing,1,992,4,False,36.3,3,1,sales representative,4,single,2342.59,6090.75,1,Yes,14,3.0,2,part time,0,2.0,3,3.0,2,0,2,2342.59,2003,28111.13,desconocido,False
992,31,No,non-travel,1027.3,desconocido,20,3,other,1,993,2,True,128.4,3,2,manufacturing director,1,marreid,8297.5,21573.5,0,Desconocido,15,3.0,3,full time,1,7.0,1,2.0,6,0,2,8297.5,1993,,desconocido,True
993,28,No,non-travel,290.0,desconocido,8,5,desconocido,1,994,1,True,36.3,1,1,laboratory technician,3,married,2342.59,6090.75,1,Desconocido,19,3.0,4,part time,3,3.0,4,,3,1,2,2342.59,1996,28111.13,desconocido,True
994,56,No,non-travel,1032.5,desconocido,2,1,desconocido,1,995,4,True,129.1,3,3,manufacturing director,2,married,,21682.23,3,No,18,3.0,2,part time,1,23.0,4,3.0,3,1,2,,1968,100071.84,desconocido,True
995,34,No,travel_rarely,1032.5,desconocido,5,3,life sciences,1,996,4,True,129.1,2,3,healthcare representative,4,desconocido,8339.32,21682.23,4,No,15,3.0,3,full time,1,,2,3.0,3,1,2,8339.32,1990,100071.84,desconocido,False
996,29,No,non-travel,227.7,desconocido,15,2,life sciences,1,997,1,True,28.5,3,1,laboratory technician,3,desconocido,1839.17,4781.83,1,No,16,3.0,4,full time,1,4.0,5,2.0,4,2,2,1839.17,1995,22070.0,desconocido,True
997,35,No,non-travel,800.2,desconocido,3,1,life sciences,1,998,1,True,100.0,3,2,healthcare representative,4,desconocido,6463.33,16804.67,0,No,17,3.0,3,full time,0,,1,2.0,6,0,4,6463.33,1989,,desconocido,False
998,34,Yes,non-travel,290.0,desconocido,25,3,medical,1,999,1,True,36.3,2,1,research scientist,2,single,2342.59,6090.75,4,Yes,20,4.0,2,part time,0,5.0,0,3.0,2,2,2,2342.59,1990,28111.13,desconocido,False
999,34,No,non-travel,556.3,desconocido,7,3,life sciences,1,1000,4,False,69.5,3,2,sales executive,2,married,4492.84,11681.39,0,No,17,3.0,3,part time,1,4.0,3,3.0,3,0,2,4492.84,1990,53914.11,desconocido,True
1000,22,No,non-travel,213.6,desconocido,1,1,desconocido,1,1001,4,False,26.7,2,1,research scientist,2,single,,4485.0,1,Yes,11,3.0,3,part time,0,2.0,6,4.0,2,2,2,,2002,20700.0,desconocido,True
1001,32,No,travel_frequently,288.0,desconocido,20,3,desconocido,1,1002,3,True,36.0,4,1,sales representative,4,married,,6047.17,0,No,12,,1,full time,1,3.0,4,3.0,2,2,2,,1992,27910.0,desconocido,False
1002,36,No,non-travel,556.3,desconocido,11,2,marketing,1,1003,4,True,69.5,3,2,sales executive,4,divorced,4492.84,11681.39,1,Desconocido,11,3.0,4,full time,1,5.0,3,3.0,5,0,2,4492.84,1988,,desconocido,True
1003,35,No,non-travel,556.3,desconocido,2,2,desconocido,1,1004,4,True,69.5,3,2,manufacturing director,3,single,4492.84,11681.39,2,No,11,3.0,4,full time,0,,3,,3,0,2,4492.84,1989,,desconocido,False
1004,34,Yes,non-travel,848.5,desconocido,9,4,desconocido,1,1005,1,False,106.1,3,2,sales executive,1,single,,17818.67,0,Desconocido,17,3.0,1,full time,0,6.0,3,3.0,5,0,3,,1990,82240.0,desconocido,False
1005,32,Yes,non-travel,269.3,research & development,15,3,medical,1,1006,3,True,33.7,3,1,laboratory technician,3,desconocido,,5655.0,1,No,12,3.0,3,part time,1,,5,2.0,2,2,2,,1992,26100.0,laboratory technician  -  research & development,False
1006,38,No,travel_rarely,591.3,desconocido,25,2,desconocido,1,1007,3,False,73.9,2,2,healthcare representative,4,desconocido,4775.83,12417.17,7,No,13,3.0,3,full time,2,9.0,2,3.0,6,1,3,4775.83,1986,57310.0,desconocido,True
1007,28,No,travel_rarely,262.0,desconocido,6,3,desconocido,1,1008,4,True,32.7,2,1,research scientist,3,married,,5501.17,1,No,13,,3,part time,1,4.0,0,3.0,4,2,2,,1996,25390.0,desconocido,False
1008,36,No,travel_frequently,245.1,desconocido,4,4,other,1,1009,4,True,30.6,2,1,laboratory technician,4,married,,5148.0,1,Desconocido,13,3.0,2,part time,1,2.0,2,4.0,2,2,2,,1988,23760.0,desconocido,True
